,mfcc_mean_0,mfcc_var_0,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,gfcc_mean_0,gfcc_var_0,gfcc_mean_1,gfcc_var_1,gfcc_mean_2,gfcc_var_2,gfcc_mean_3,gfcc_var_3,gfcc_mean_4,gfcc_var_4,gfcc_mean_5,gfcc_var_5,gfcc_mean_6,gfcc_var_6,gfcc_mean_7,gfcc_var_7,gfcc_mean_8,gfcc_var_8,gfcc_mean_9,gfcc_var_9,gfcc_mean_10,gfcc_var_10,gfcc_mean_11,gfcc_var_11,gfcc_mean_12,gfcc_var_12,pitch_mean,pitch_var,pitch_median,gender
220,-807.0031,4780.2627,159.6646,1937.7848,-23.7289,859.3377,64.1503,336.2109,0.1561,216.5003,12.4496,534.2874,10.8148,207.4023,11.3837,117.1659,13.6076,167.8503,-5.235,141.8156,19.0076,77.8856,-0.4258,95.1727,2.7595,179.3048,-56.0796,2904.8945,27.4335,528.9479,-32.6485,656.6282,28.966,281.3777,-26.0831,505.7863,20.4977,191.6034,-11.5398,85.0783,8.8383,170.1192,-9.7617,46.2102,11.3582,41.122,-10.4618,34.1755,9.5535,63.4359,-6.8203,42.9778,1056.8402,1214787.375,686.1331,female
221,-825.7925,4326.9673,151.8925,1881.4907,-20.2511,435.4359,63.6338,319.1737,2.1463,231.0109,10.5975,632.3405,8.2352,262.2593,10.8151,87.6072,14.4718,149.1226,-3.1921,114.2263,20.709,65.4554,1.6461,86.8217,4.5819,150.3774,-70.477,2608.8976,25.1987,482.5682,-30.2,471.7406,29.7624,235.7351,-26.0881,564.0502,21.171,208.0993,-9.2709,81.2191,10.9148,129.1186,-9.369,40.7748,11.7313,29.4994,-11.1443,29.4028,8.6006,65.9488,-7.9337,38.0902,1197.5732,1362795.75,847.8683,female
222,-808.9042,4058.7061,163.4374,1809.0933,-16.9335,733.0396,67.5488,321.0989,2.0035,202.0701,10.3319,609.1772,6.4936,223.3888,9.1339,114.4756,14.7571,149.5238,-6.0452,136.8712,16.2342,99.9206,-0.7865,97.3137,1.747,145.8909,-56.5499,2587.5027,31.7776,557.0045,-30.1592,566.0521,26.7866,230.1307,-30.6705,525.0225,16.5914,206.5233,-12.5892,130.3941,8.2473,152.4848,-11.603,42.5602,12.5702,37.2018,-9.2886,44.5538,8.2808,50.9717,-6.4283,34.4029,927.6572,1133259.625,411.1757,female
223,-816.6245,4605.0132,155.3035,1846.0542,-25.379,668.762,65.8916,507.562,6.7574,180.5007,10.7527,543.6392,9.5324,269.4225,10.1591,98.8578,13.1611,161.9628,-3.6663,130.5832,18.8495,87.0565,-0.9516,104.1505,0.8701,174.0552,-64.6387,2787.6326,25.8682,456.3094,-32.7322,638.7615,32.6488,186.0497,-28.0146,583.8696,17.953,255.1022,-10.9504,100.9103,9.4871,110.5447,-10.1743,51.5002,10.7533,41.2624,-9.8088,44.7409,9.8875,67.2553,-7.2349,38.3467,1197.7432,1383675.875,792.103,female
224,-837.3204,4591.3462,164.1928,1385.2389,-8.8192,876.5865,63.3277,622.2685,9.715,265.3291,-1.661,695.3273,3.1509,327.6519,8.5364,100.0302,7.6167,165.3917,-6.9747,152.8988,11.9206,103.2702,-1.656,98.4706,-1.9615,129.2968,-78.457,2799.3603,37.0415,411.7594,-34.2774,643.5706,23.5015,171.2553,-39.7176,646.8636,11.2083,242.3215,-11.8863,112.4228,5.2766,121.6215,-9.9087,67.0978,12.9136,61.656,-8.2809,56.7713,11.2058,56.0331,-5.2537,49.0116,962.0588,3704394.0,234.9971,female
225,-807.6212,5404.1597,156.1872,1961.652,-24.241,869.0411,68.1841,419.9385,4.0203,199.0436,8.6677,642.4673,3.4549,283.2929,10.8727,127.1342,12.9573,143.0653,-4.4434,117.1588,18.7423,96.9075,-1.1488,78.8933,2.9624,129.6868,-57.588,3222.0149,24.661,568.6546,-30.9137,754.5389,29.1401,186.9631,-30.391,561.7951,16.3411,201.608,-8.673,98.6273,9.3011,132.0319,-10.0997,48.5816,11.8809,41.9469,-10.1917,41.2638,9.3605,50.2925,-7.07,48.1308,1234.8124,1602658.375,636.102,female
226,-825.3663,5013.5161,156.925,1791.5723,-14.9527,738.148,66.4191,459.7595,7.539,132.6259,10.1453,652.0568,5.7156,297.6034,9.1743,118.7219,10.3919,193.54,-4.926,162.124,17.7594,129.0325,-0.8085,86.1964,0.7224,164.0523,-70.8615,3154.5671,28.4501,565.3909,-29.85,610.4164,27.4799,165.9044,-31.1505,673.9103,14.1295,242.23,-11.6015,88.6703,8.4463,132.1553,-10.7115,43.1235,10.5661,41.1692,-10.3503,33.5183,10.3595,57.2392,-6.2393,49.5748,1106.1473,1584415.125,429.6225,female
227,-825.3868,4956.9521,124.8713,1796.9512,3.8925,483.049,43.6512,375.5744,-37.257,460.7014,24.4743,548.7267,-23.9496,514.0974,7.7082,157.6114,2.823,89.2079,-5.3138,116.08,10.1552,96.5966,-6.5695,82.3721,5.2698,191.7632,-79.4341,2927.3539,-14.1882,804.8853,-36.713,822.1614,-28.4304,428.0192,-30.6203,393.46,-3.201,124.654,-19.2178,105.1739,4.0805,76.9804,-18.144,82.0151,4.7791,60.9062,-12.8078,61.0045,5.4742,63.2305,-5.2099,61.625,1229.6675,4101539.25,265.9242,female
228,-767.3887,3737.2795,132.0591,1704.3652,0.0092,445.6287,56.7841,455.737,-42.9905,292.8965,27.4992,539.0285,-34.713,523.6517,7.5636,154.2056,-2.922,143.878,-6.7007,144.5009,4.9886,95.9294,-7.3295,87.4759,7.8184,103.654,-36.1925,2373.1697,-13.3182,995.347,-32.3681,416.5234,-30.1912,352.933,-36.287,447.7206,-7.8259,167.3836,-20.4023,121.2362,3.3508,81.6642,-17.0934,96.9138,5.8803,60.5019,-11.0703,84.239,4.1025,56.3253,-3.3817,68.3295,1005.9401,3102239.75,268.0409,female
229,-829.3214,3547.4121,120.6055,1277.3845,6.5753,381.9695,44.1935,324.7463,-36.0575,342.3326,22.5955,520.2942,-30.0482,508.3758,3.6113,138.7402,-5.592,99.9026,-8.9209,112.7665,5.9602,81.7724,-4.8304,98.3962,8.0422,110.6942,-83.0907,2378.5815,-15.9447,738.1085,-34.4112,475.4193,-31.7711,348.9225,-35.183,403.8451,-9.7948,175.2868,-18.8713,144.3467,5.5729,96.8695,-13.2685,86.8175,6.0403,65.6271,-11.2888,76.4229,5.6707,56.6415,-4.2159,65.2155,828.9224,2590871.75,275.107,female
230,-792.5162,7303.4443,132.7962,1404.6591,-5.5548,773.3,48.4417,570.006,-33.1615,402.6146,23.9653,600.3087,-31.6501,821.611,7.4106,157.5228,1.587,141.004,-7.4884,136.7551,4.9014,94.512,-9.7423,186.7351,8.4877,108.6978,-54.219,4188.3113,-11.7756,874.2147,-40.3503,665.7914,-25.2351,329.7431,-34.7014,432.9352,-8.2748,182.4657,-17.4894,186.2654,3.7889,96.7863,-18.2928,93.7588,7.4699,67.4531,-10.7325,91.6283,3.3911,51.7216,-5.7224,99.4713,855.5393,2585749.5,260.3474,female
231,-819.7877,6203.4102,128.1198,1959.4556,3.2357,545.8022,47.0528,771.4218,-33.4735,445.7115,16.6668,689.6565,-32.903,814.6517,3.1464,216.5675,-0.0233,168.7266,-6.5545,127.2985,3.292,127.4649,-7.6611,107.102,7.0599,95.664,-75.0426,3729.2872,-11.1638,1260.3546,-38.5847,526.2389,-29.767,408.6292,-39.4378,611.4562,-9.3712,189.2159,-17.4361,145.4621,3.2799,87.1912,-17.2878,101.0273,6.0941,67.287,-9.4914,88.8577,3.8497,63.4385,-3.6369,89.8962,1090.1244,3560138.25,272.0223,female
232,-796.309,5922.4688,135.1446,1752.001,0.5264,488.7385,44.9494,588.3654,-37.6828,526.6499,23.3036,471.4865,-31.0687,705.7987,3.8775,208.7205,-3.6807,128.4332,-9.0241,172.9339,3.6572,96.4171,-9.2919,95.3866,4.1167,190.4718,-57.3262,3514.3497,-9.4427,1088.1882,-40.0817,602.7045,-31.1229,386.9009,-36.3119,450.8651,-9.6615,174.911,-20.2386,186.5247,4.1729,90.0441,-14.8934,97.3203,7.4543,80.9503,-8.6708,89.1873,4.7076,58.1353,-4.8464,74.6744,850.3922,2757591.75,283.4051,female
233,-824.4351,5110.3638,126.1376,1128.1989,0.9352,342.509,46.9105,388.2104,-30.7283,331.7679,20.0438,518.6889,-30.4492,836.6583,0.8582,136.4359,1.1594,107.2768,-7.5612,136.1904,5.3123,104.5888,-4.0914,99.053,7.6717,109.7371,-80.1683,3234.1375,-11.9869,670.1971,-37.728,406.8601,-25.2861,328.9385,-37.0702,494.7371,-8.5981,201.0845,-17.0948,161.3782,5.9328,83.1065,-16.6409,120.3395,5.1184,72.5591,-11.0437,71.2264,3.263,45.5395,-2.6593,74.2381,820.9583,2358445.25,257.7553,female
234,-788.8795,5500.5625,130.3826,1183.2988,-5.0456,481.1699,48.9701,333.8907,-36.7255,409.8301,27.1954,449.4173,-28.8757,543.3728,6.228,83.032,-3.9926,121.3184,-8.3382,98.1476,7.8051,80.6897,-5.7436,95.6812,9.7022,105.0736,-53.1493,3441.0025,-14.2001,622.7753,-38.7634,534.4099,-26.8872,376.4503,-33.8895,377.843,-7.6105,168.7773,-19.5937,100.22,4.7554,91.2918,-14.8962,108.8431,4.9756,61.109,-12.5285,74.1515,5.0515,52.8735,-4.9371,66.4069,623.0172,1657519.5,259.743,female
235,-805.7441,6118.9043,138.7525,1783.3842,4.5395,523.1653,43.9014,593.7932,-33.9203,472.4232,21.8082,490.3543,-33.0676,800.8252,2.0028,184.5835,1.1857,114.4292,-5.6754,138.9506,5.2348,96.4554,-6.8949,100.58,4.9875,167.0727,-63.4289,3720.8677,-4.2178,1068.7004,-39.0133,668.9748,-30.5682,382.3591,-36.5871,391.9117,-10.7066,199.1694,-17.946,116.5037,4.1954,86.7183,-19.1704,101.3171,4.9835,75.2766,-9.808,83.7309,4.5163,64.265,-4.6367,67.9526,911.0153,3152505.0,255.6245,female
236,-804.2869,6167.8687,126.0473,2262.0278,-1.1689,665.4322,47.5517,744.5029,-39.0098,501.2663,20.3661,652.2618,-36.0143,828.0732,4.6442,197.0447,3.3175,148.9714,-7.8046,120.4479,6.4093,94.3355,-6.5533,101.5187,5.1593,200.6464,-64.9487,3689.44,-15.4114,1248.797,-39.5261,865.9381,-30.7813,397.6242,-37.7319,448.3899,-6.5468,171.0102,-14.7521,186.0356,6.1012,76.993,-17.1646,113.8237,9.5099,89.0672,-9.0789,84.6954,4.4808,78.7207,-4.5698,76.8843,1324.6979,4190751.5,312.7088,female
237,-889.3162,17385.623,149.4158,2720.6125,5.9635,2379.366,32.0855,662.1503,-4.2399,605.3541,2.6444,630.0026,-5.4238,400.6834,-5.9256,376.37,1.6486,217.7541,-4.4323,279.8734,-7.2104,323.868,-0.6601,118.8558,-0.7495,160.6055,-126.4208,10010.7715,18.6849,1018.5227,-49.9345,1234.6795,-11.716,279.2749,-41.7705,850.0912,-9.5875,272.6946,-25.3599,147.668,-3.8271,84.6331,-19.7871,80.8032,-1.6213,63.9674,-9.8437,86.4069,-3.7612,45.6495,-3.621,136.009,522.8058,1525609.25,208.4478,female
238,-898.6907,17581.5352,142.0963,2503.8086,5.3365,2424.8391,26.8035,617.4026,-9.3946,777.0678,7.4667,509.4002,4.3627,362.7937,-1.8411,399.2786,-1.3131,255.358,-1.8621,255.0046,-2.8133,266.5898,-2.6619,145.745,-1.1794,172.7598,-136.1939,9882.4323,12.4497,1150.0871,-51.4455,1092.5368,-11.4607,278.8235,-33.9839,703.9318,-4.1913,266.5847,-28.4928,176.2385,-5.9678,91.8932,-17.8592,89.4399,-3.8233,63.4425,-11.1013,91.9675,-2.1588,53.1259,-6.9902,107.7358,553.4812,1445770.75,200.0652,female
239,-932.59,17443.3008,125.1633,2936.9717,10.8462,2218.3179,27.2845,723.3217,-3.349,576.4983,5.9526,816.9404,0.9027,335.1658,3.6526,243.5,2.8535,230.35,-0.7217,206.3425,-2.1118,256.8368,-1.3907,169.5767,0.6333,141.984,-164.4913,10679.704,9.4402,1104.766,-46.7345,1174.6706,-8.6342,189.0676,-33.3613,845.8221,-4.9343,241.4352,-24.4876,150.5745,-5.8,135.8214,-20.8451,57.8055,-2.8631,50.4774,-11.8365,93.1752,-2.9943,51.3249,-6.5558,89.7152,696.0022,2258328.25,198.2362,female
240,-910.8795,18086.2559,136.954,3761.8872,7.4533,2879.6218,29.5034,944.0266,-4.8946,491.757,2.6764,651.5363,-1.6689,405.3169,-3.897,407.2945,-1.0082,216.8022,-3.3903,275.2146,-8.7512,426.474,-2.7052,126.1102,-1.1508,142.9068,-147.888,11110.6486,14.3542,1395.6602,-50.5439,1675.5074,-11.9488,265.7287,-39.2462,829.0282,-9.5896,293.2328,-27.4531,153.4962,-5.6881,88.8883,-19.0291,63.2157,-2.9137,68.9976,-9.1929,113.2731,-3.3553,56.9703,-4.502,154.1046,637.8377,1878990.625,215.0443,female
241,-927.2472,18923.2031,140.8099,2589.1877,19.2455,2081.5679,30.5506,496.8114,0.9432,659.4022,3.2058,589.1813,1.2885,355.1563,-0.5893,354.2744,-0.3869,239.2367,-0.9983,232.4515,-3.5958,308.5487,-1.6882,184.9745,-1.0559,135.6347,-154.4707,11508.2076,21.7082,643.2775,-41.1258,1031.8023,-9.046,334.1363,-36.6404,916.837,-8.4438,278.6691,-25.0562,118.2001,-6.6732,78.1096,-18.4179,56.556,-4.5779,47.3575,-12.492,86.8672,-4.2147,53.6567,-7.6855,119.1465,295.4388,610229.0625,131.2939,female
242,-910.3143,17164.2832,138.4815,2532.1394,11.7144,1862.5387,31.4291,535.4059,-0.8664,786.6879,9.132,530.9066,-0.7475,456.0989,-3.0726,299.1776,-1.1771,265.2131,0.8506,227.1506,-0.6189,278.4163,1.0961,115.9188,2.5657,109.4231,-143.9166,9653.8722,13.8236,955.9267,-42.6511,1104.098,-8.7211,436.0344,-34.4924,652.9103,-7.5253,229.4249,-24.3741,117.7865,-2.4461,66.5206,-17.1491,73.8579,-5.3146,50.2097,-12.4345,69.5178,-2.3068,57.2793,-6.0828,128.7562,511.0275,1221124.875,202.1395,female
243,-905.8635,19383.7871,145.7512,3249.0652,6.5987,2192.6235,25.4639,522.6665,-1.0751,853.0007,6.8201,409.6102,1.9117,331.6571,-4.4124,401.4344,-2.0165,250.2872,0.5978,206.0024,-0.8289,205.887,-0.5866,105.3956,-1.3593,189.8556,-140.0254,10922.7173,16.4791,885.3351,-50.2963,1434.8384,-7.5319,357.3916,-34.3773,614.6063,-7.4431,222.8523,-25.9093,152.7235,-4.0546,76.1996,-17.6576,66.9156,-6.0192,45.1007,-11.8193,82.2908,-1.5624,60.1581,-6.5881,106.5614,401.847,839699.625,189.0667,female
244,-907.7574,19042.1426,136.1662,2394.4565,12.3759,1763.5009,31.5945,594.4312,-1.4989,1047.3402,11.0386,394.4183,-4.1576,607.0079,-1.0398,448.3574,-2.2979,294.8844,-2.7572,237.9839,0.1619,222.0764,1.066,152.9523,2.6917,133.8187,-140.0297,10465.5151,11.1252,953.2866,-40.7391,1044.815,-9.8975,452.0865,-34.245,722.285,-8.9376,290.627,-23.5208,156.0612,-1.7767,62.8028,-16.4792,80.5655,-2.0222,81.2286,-13.4267,98.5736,-2.4377,66.6508,-7.8668,93.7278,535.0825,1439216.125,146.1103,female
245,-908.0626,19470.0859,141.8582,2967.1282,10.8972,2156.5383,25.8157,416.5684,-5.5869,1164.4315,10.8548,418.9097,-1.7399,377.0141,-4.5638,435.5519,1.6813,207.7955,-2.0143,216.4572,2.127,190.5902,0.9824,162.181,-2.0537,173.5514,-141.5981,10824.6576,14.604,808.5694,-46.8086,1420.414,-10.1817,434.7445,-32.7073,597.9545,-6.1992,268.1564,-26.3904,177.8929,-0.1907,68.3402,-19.5066,68.1639,-3.0527,56.7452,-13.2624,74.313,-2.6462,49.6364,-7.0538,85.7656,481.8723,1210819.25,181.3889,female
246,-933.5245,18554.752,111.0966,3537.3401,9.7266,2181.7388,37.2306,779.3733,-4.3398,864.7877,7.2208,739.8723,-6.5303,501.5172,-5.0316,453.2943,-1.3068,234.9586,-1.514,221.0177,-0.4671,199.5154,-0.6514,129.7735,0.7149,153.2314,-170.0621,11530.8563,1.2665,1695.8625,-41.4674,1307.4924,-9.7647,339.8475,-38.9209,856.7683,-8.8885,265.1444,-24.8832,134.4804,-0.8645,75.277,-18.8622,66.52,-3.9898,71.3128,-12.3582,76.6294,-2.7106,57.9596,-6.9568,116.097,841.1769,2633671.0,188.1715,female
247,-773.1094,10616.2393,140.523,3601.3643,-45.4065,1669.0077,55.6985,1102.5258,-34.8606,505.3151,7.1841,658.1647,-12.8547,413.5359,-13.0697,397.4204,3.282,190.2721,-12.3115,202.1681,4.9224,231.395,-13.9563,213.3464,-3.6139,237.1204,-46.0985,6861.4071,-13.8359,2449.8058,-62.1529,470.0502,-8.3335,411.234,-50.9661,819.6254,1.0132,297.9019,-30.1607,213.1097,4.3812,119.4111,-22.0776,113.9274,1.0517,76.8814,-12.2383,74.9379,2.6019,109.066,-6.8255,52.4212,743.6467,1348608.625,248.1629,female
248,-763.8716,8300.6387,158.4538,3255.043,-43.4995,1697.3647,50.0284,1244.2797,-41.3998,628.332,0.8671,700.3354,-10.0548,347.8589,-24.4389,394.9843,1.8801,252.5171,-12.1685,202.934,-3.3385,267.5581,-16.5756,158.5566,-10.1717,219.9612,-36.5025,5530.019,1.653,2262.3734,-67.9978,729.4331,-14.1579,471.5759,-58.1896,549.0495,-1.8125,293.0355,-37.7249,156.1752,3.6435,121.0173,-23.845,117.2989,-1.0529,83.6025,-8.0594,122.3189,1.9657,99.6273,-2.8032,72.5554,811.5476,1830020.75,237.3215,female
249,-768.5809,11160.6875,150.6525,3532.7502,-42.4711,1592.1348,55.2121,1246.5769,-34.2758,572.3548,10.451,724.0208,-4.1233,426.1257,-14.1932,388.6573,4.0854,261.9519,-11.5169,234.4369,3.964,279.3129,-10.76,212.8533,-4.9833,258.523,-43.1359,7098.6483,-4.6187,2283.1869,-60.7778,595.3013,-5.5164,378.5167,-47.822,849.9301,3.4456,272.4335,-33.9303,186.6548,4.35,145.1307,-20.2086,133.9237,1.3892,98.3044,-10.6028,105.5279,2.8526,69.4435,-4.6361,79.9185,840.1985,1773339.125,226.8986,female
250,-770.4128,12972.6172,148.2155,2543.8801,-49.1561,1604.8041,53.1559,1556.8127,-34.0377,602.5706,6.4189,558.9976,-9.0207,442.1482,-19.9436,343.6795,5.6567,219.5591,-12.3152,265.4532,4.1316,183.1777,-9.4353,156.628,-7.5129,245.5235,-45.504,8535.3494,-7.7953,1624.3154,-67.6079,631.2997,-6.9545,376.091,-53.6739,829.9094,0.9168,254.1691,-33.2177,122.8777,6.8105,113.1213,-22.5789,114.1342,0.2909,69.1974,-11.5933,108.0748,2.5743,73.6627,-3.7956,65.5067,850.7842,1669063.875,237.8667,female
251,-772.8692,13280.585,138.3091,2911.2349,-48.5301,1390.8252,59.7971,1851.9048,-31.605,510.8096,5.6827,872.7305,-13.0405,385.6197,-16.0245,353.5321,-0.027,295.9758,-17.3426,203.4996,2.5703,200.2129,-10.2294,123.3696,-5.0343,235.9242,-48.2848,8901.7295,-14.5027,1731.1721,-61.5239,780.2984,-6.1391,249.7931,-55.8498,977.1942,-2.737,290.2255,-33.2697,115.9156,3.8302,122.3857,-19.1206,115.6199,3.1677,62.3028,-12.3219,83.5033,3.8459,71.9027,-3.8219,59.9145,840.8533,1752241.875,253.8946,female
252,-787.8148,13153.3574,139.5969,2920.866,-42.9955,1357.321,46.1485,1647.5922,-41.4106,549.6388,1.1911,871.2463,-14.9232,518.8361,-18.1972,266.4862,-1.0466,254.5359,-18.5002,200.7734,0.458,164.0708,-9.752,158.0215,-8.4316,213.53,-57.9584,8519.5525,-13.3448,1750.8504,-68.7999,736.4205,-18.2882,335.8255,-57.8857,874.8169,-3.0494,198.7762,-34.7209,118.6397,3.7781,108.6272,-21.1415,125.5692,1.5431,80.1585,-12.7552,54.8146,3.2425,63.4927,-2.2031,113.8149,881.6858,1993548.125,243.1952,female
253,-770.5022,11742.2949,137.6719,3549.4937,-45.4335,1273.646,69.3103,1865.2858,-36.7998,514.926,5.6775,565.0524,-1.0356,370.68,-13.0237,275.47,6.6898,202.0034,-11.5743,209.7153,6.2134,205.1788,-9.1897,134.734,-5.1221,249.9695,-46.9306,7678.7445,-13.629,2017.3585,-56.4766,717.5978,-1.5488,413.528,-53.6054,728.4042,8.5339,211.2849,-32.2081,134.8073,4.3908,115.835,-20.692,135.9115,0.2482,66.3942,-12.1952,92.065,2.6269,83.8498,-4.215,55.2836,1049.6981,2123324.75,239.8607,female
254,-793.632,11098.6895,134.7051,3915.5762,-46.9663,1822.3865,49.6138,1443.1874,-37.6094,507.9728,6.4936,646.8403,-1.6664,397.911,-12.2871,256.9279,5.9,148.7309,-10.1703,224.6859,5.686,279.3475,-8.7724,133.1595,-2.6879,190.2488,-65.914,6896.2079,-16.9645,2619.0743,-66.3042,735.9467,-7.1433,505.9854,-47.6914,612.7526,7.2952,236.2662,-31.8337,135.1529,5.1543,121.2539,-19.6341,124.6426,1.0133,81.4038,-12.6216,73.2442,3.2381,85.8663,-4.2672,88.4717,1116.1609,3473879.75,302.2034,female
255,-790.276,13680.9502,128.6556,3833.3533,-49.1695,1946.1837,55.2022,1541.5986,-25.068,542.5862,14.8839,692.6854,-10.2194,407.7538,-12.2665,476.6384,6.4312,150.0296,-6.2332,189.8652,9.0233,293.8747,-10.6169,131.3774,-1.2114,218.4104,-60.9891,8183.7243,-18.3078,2567.9176,-58.3087,725.3918,2.5838,506.297,-44.2831,666.7629,1.9638,271.3438,-26.839,203.7544,9.3024,99.1911,-21.1143,118.5158,1.6213,77.2612,-11.8055,71.2766,4.8974,75.2997,-6.8289,53.4845,1016.8073,2098486.25,273.5472,female
256,-796.3508,13110.8545,143.6654,3693.9832,-41.4987,1438.2239,51.3934,1615.5614,-30.9068,576.0787,6.1917,619.63,-2.0631,331.9425,-18.4113,267.59,4.7126,211.3049,-11.0848,173.723,3.1339,178.3685,-5.8443,116.2995,-5.9474,193.904,-66.0588,8338.7697,-7.9426,2147.4434,-65.3491,596.4144,-5.2417,345.8281,-50.4024,689.1491,4.0819,200.9906,-33.5072,131.6322,7.0391,120.0244,-20.4217,123.1146,-0.2793,59.9525,-12.1648,73.6854,2.058,76.5824,-2.879,82.1163,859.0574,1650995.875,240.6955,female
257,-930.5131,5517.4829,149.5693,2187.1643,20.5115,712.2379,15.1435,550.4427,0.6317,271.2664,12.0973,449.4464,10.816,389.3182,9.044,300.7307,-0.1338,196.8868,-3.0477,115.7763,-0.5442,111.4506,1.1438,96.6519,5.921,123.0017,-153.6937,3425.3299,21.4601,845.3087,-43.7167,674.8007,-10.9461,352.9708,-19.2608,595.4556,-1.2674,261.3039,-23.3585,93.3547,-7.1023,69.2433,-12.524,62.35,1.8741,61.4354,-13.2602,54.1596,-1.4748,57.1638,-6.1409,54.849,495.7854,1002148.3125,195.3647,female
258,-836.1769,5505.0186,174.3926,2517.9272,2.6709,800.1722,22.7518,714.1473,-13.2145,263.904,11.6144,484.679,-0.7831,435.7252,5.4559,279.5366,-9.5746,236.5758,-4.2907,118.5886,6.6028,98.0565,-4.433,79.0124,-0.205,166.9838,-81.4882,3570.4284,24.2047,1079.8688,-53.0523,713.7676,-17.5592,362.0247,-27.1015,570.2247,-6.2606,248.4355,-23.0161,111.5712,-5.8329,75.6937,-11.365,65.3984,-1.0778,83.1137,-12.5347,55.5186,4.1939,70.6873,-5.4209,45.3965,538.6874,1043944.0625,204.2098,female
259,-884.679,7048.2056,157.3847,2478.1892,6.9253,611.2841,18.517,612.3256,-7.2782,205.8819,9.8835,517.8954,1.6969,542.3764,3.9472,370.0963,-5.3528,279.8802,-3.0569,122.0969,4.7198,96.1504,-3.0279,113.0534,1.3979,192.9637,-118.8917,4616.2708,18.3327,924.0532,-51.1021,616.7964,-15.1274,308.4689,-25.0143,726.7474,-4.0162,314.9766,-21.5165,102.1498,-4.133,79.9975,-11.2101,59.1984,0.8645,89.1477,-11.251,54.3683,2.7169,88.6387,-6.0563,49.875,481.9615,461924.75,214.8904,female
260,-844.3861,6026.2734,176.355,2451.4846,7.4889,725.4548,22.4064,714.9108,-10.9045,228.7227,10.5979,508.618,-2.3533,579.8429,3.4122,352.8487,-7.9111,263.1399,-2.354,105.8605,5.8419,92.5759,-6.8303,113.5512,0.2185,167.7275,-85.1876,3741.805,29.3239,863.6555,-51.4615,807.1502,-18.4127,391.5819,-27.5303,688.9429,-6.6454,321.5803,-21.6843,94.8808,-5.2591,76.1097,-11.9362,67.9507,-0.1911,84.3747,-9.809,58.8684,5.0303,77.8329,-5.7631,56.5439,471.3701,1066943.875,211.2455,female
261,-858.8604,5569.3408,154.8649,1941.8097,4.0602,444.5707,26.513,406.1593,-13.0004,163.652,19.3477,450.3107,6.3109,569.1479,11.9817,365.9639,-0.8098,188.6903,-2.1558,74.7671,4.0744,57.354,-5.6463,93.4551,6.0471,109.3651,-99.5444,3531.5689,14.0006,769.7451,-45.1863,427.2573,-12.4497,274.5359,-19.0548,675.8576,0.7539,286.4969,-24.0408,83.0203,-7.7625,71.5427,-13.1807,62.446,1.3352,71.9121,-11.7243,53.7137,0.5155,59.0462,-8.0908,42.0462,506.4833,469279.6563,207.4502,female
262,-811.5845,4128.707,185.0328,1571.5944,1.1621,522.6915,22.847,616.9921,-19.3757,291.7608,7.9975,370.6707,-5.2802,399.2501,5.6839,286.2748,-7.0606,299.571,-1.0667,174.9948,5.324,113.1639,-5.2623,82.3179,1.826,121.1309,-61.6044,2586.3318,28.3655,676.875,-56.1319,505.9368,-23.2962,304.3687,-29.9535,533.2679,-5.1844,269.864,-21.1225,122.1199,-6.3262,79.59,-14.5834,76.7641,-2.7091,86.0249,-12.1221,76.0835,3.5931,66.415,-5.6769,53.7236,414.3752,417977.5313,205.2698,female
263,-836.0407,4257.2368,178.6009,1625.64,-3.7771,671.9276,11.3353,773.6469,-21.1777,183.5177,7.2748,248.2754,6.2189,340.8853,10.876,435.9662,-0.5562,419.9774,3.7148,180.4438,5.8278,124.1543,-8.0775,83.7195,-1.0891,135.9797,-81.4074,2711.3615,24.376,730.5496,-63.4902,544.3826,-20.339,197.0913,-21.2971,529.2495,4.2258,413.0928,-19.9076,129.8359,-7.2918,110.0873,-13.9102,82.1503,-0.4917,98.0338,-7.7405,60.1321,5.8164,78.2154,-7.3891,66.9432,598.1899,517863.0,284.6295,female
264,-849.3787,7770.4287,183.4546,2625.7976,-2.1492,1097.2073,4.0629,817.2717,-13.3916,302.9222,6.3762,443.9455,6.5552,394.0617,9.4648,311.6987,-7.2501,457.0508,-1.1588,153.9344,5.2939,97.0931,-4.3294,73.1608,-2.0492,154.4811,-90.4502,4599.0881,28.8985,818.5495,-66.5699,986.4259,-20.2987,353.1853,-21.6755,634.0079,-1.9997,320.8118,-22.3872,114.9683,-9.442,77.0223,-12.1125,78.8348,-2.1898,115.9577,-11.7471,59.3004,4.9694,84.0524,-5.7142,60.1234,547.5623,461141.7813,220.9374,female
