,mfcc_mean_0,mfcc_var_0,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,gfcc_mean_0,gfcc_var_0,gfcc_mean_1,gfcc_var_1,gfcc_mean_2,gfcc_var_2,gfcc_mean_3,gfcc_var_3,gfcc_mean_4,gfcc_var_4,gfcc_mean_5,gfcc_var_5,gfcc_mean_6,gfcc_var_6,gfcc_mean_7,gfcc_var_7,gfcc_mean_8,gfcc_var_8,gfcc_mean_9,gfcc_var_9,gfcc_mean_10,gfcc_var_10,gfcc_mean_11,gfcc_var_11,gfcc_mean_12,gfcc_var_12,pitch_mean,pitch_var,pitch_median,gender
0,-875.3867,8993.4492,173.4802,1383.882,-1.3865,1686.0651,43.9844,477.0677,28.6448,365.2614,8.5693,779.5526,14.3978,235.2448,-1.3376,114.8968,1.0908,114.9434,2.0098,137.8004,5.0405,156.9507,14.5269,64.9883,4.9979,73.0207,-115.6819,5093.2498,47.7756,416.0672,-53.7931,765.576,27.6286,247.9158,-38.7619,569.6109,2.0672,85.6049,-25.3997,87.0764,7.5673,88.914,-11.6359,56.1597,-2.328,46.3198,-15.3005,78.2778,2.0934,51.9581,-1.3354,50.7039,401.8922,565704.8125,136.5148,female
1,-846.04,8630.0684,175.2705,1642.9832,-10.4717,1584.981,48.1434,469.7646,18.2373,594.7798,12.0924,744.1706,16.0284,193.3168,-2.3999,130.6599,5.9497,149.8575,1.9353,100.4995,7.7132,126.6612,13.9278,90.9799,2.6489,82.6939,-93.2814,4846.6074,41.6382,748.7131,-53.8778,765.5473,25.2993,299.0906,-36.7008,438.3655,4.9214,90.058,-26.4217,75.6569,8.6546,91.0474,-13.7994,59.6925,-1.7847,43.7017,-14.8993,70.5697,2.8607,48.2723,-3.0015,42.6983,593.1695,1269511.75,187.5375,female
2,-837.9721,9356.8613,180.0119,2102.4163,-13.6141,2033.0942,47.1345,843.4419,15.5873,504.8411,4.5832,830.1114,16.0407,211.6631,-0.4573,142.2081,5.409,153.461,1.0892,153.7031,0.8506,216.7513,11.3287,107.2705,4.004,90.6559,-86.2901,5518.2885,41.8516,843.287,-57.9277,1208.3406,21.9923,311.498,-41.4719,552.3228,6.0636,102.9352,-25.5417,85.2557,3.9561,110.587,-12.5909,65.865,-0.309,47.0802,-12.6511,106.9964,-0.2182,56.362,-2.4647,66.6742,613.2449,2483400.75,193.8778,female
3,-888.8976,9493.1885,163.2718,1576.1871,6.277,1719.0581,47.2219,504.1575,24.347,573.8251,10.5356,612.0292,15.0134,193.0061,3.3138,116.4554,4.8126,83.5908,2.274,127.4448,6.8286,109.9899,13.7706,75.6944,6.7612,66.2676,-125.9432,5423.2316,43.793,628.4214,-46.1381,854.6492,26.2511,327.1411,-35.8217,353.2257,6.6569,73.1783,-23.2363,79.6231,7.523,80.5916,-12.7632,44.864,0.2401,56.6671,-16.8987,62.5667,1.1316,51.1915,-4.5985,50.9302,592.6299,2465609.75,124.6039,female
4,-832.6361,10168.8418,184.991,1585.5575,-10.6479,1891.8558,52.1041,517.6647,16.8569,619.5935,2.5424,574.3897,13.7275,215.4091,-1.0811,170.5167,7.9645,118.4593,1.3776,148.2558,1.4665,130.4213,10.9611,114.1355,3.5929,92.1549,-81.2368,5685.3062,46.6401,552.9307,-55.4613,966.9358,22.9813,292.0362,-43.8993,433.0193,6.3863,87.7686,-23.3675,70.2626,4.2086,75.7068,-14.4087,62.6918,0.6429,39.9959,-12.7946,67.4616,-1.3892,64.9999,-3.798,63.7898,362.8928,494070.5938,179.2783,female
5,-847.4224,11888.9785,177.8998,1832.7512,-7.2945,2095.1921,49.1452,786.192,15.4725,746.0259,3.7072,658.6876,14.8472,226.4933,-0.0552,95.3128,5.9252,105.5144,1.6299,149.1603,5.3351,131.7917,13.374,61.8916,4.7592,74.0009,-93.0855,6710.687,44.7682,552.7493,-54.8682,1168.3857,21.6399,289.6135,-41.7343,470.2412,7.8142,106.832,-23.2375,70.9837,6.483,86.8137,-13.1653,51.5929,-0.2119,42.7398,-15.5346,66.5826,0.4232,48.1169,-3.1272,48.5143,397.5916,743127.0,169.7389,female
6,-891.3856,9996.209,168.2613,1414.5825,6.0353,1899.2063,43.7819,418.9834,23.4257,689.5324,6.2955,513.1415,19.4183,142.5452,2.3291,111.607,1.1229,125.2318,3.3774,143.1918,6.5018,126.8161,12.2516,62.1966,2.9839,72.48,-126.7216,5790.6037,49.5049,347.9298,-52.3417,936.8896,25.3467,334.8783,-39.4873,330.4752,7.3921,84.1499,-25.6351,52.6881,5.8149,90.2679,-11.963,73.5715,-1.5054,51.8804,-15.0557,63.3056,3.1722,44.1841,-2.4351,61.7982,269.8224,325601.6563,124.802,female
7,-870.25,9873.502,174.0484,1788.6982,-2.7336,2029.7308,42.0107,707.9933,17.9296,638.4011,4.5799,635.1596,17.572,209.3465,1.581,134.5287,6.0512,97.116,2.0047,137.85,2.4577,128.8613,12.0786,79.4607,1.6499,109.4123,-111.8603,5629.466,46.6276,550.164,-57.0562,1126.9235,23.0365,341.8098,-40.3822,430.1093,7.9086,100.422,-25.9933,74.2035,4.4735,75.7062,-13.6522,43.3636,0.899,40.2777,-13.0523,64.6754,0.4208,50.5558,-2.777,55.6804,424.9242,673442.25,179.5979,female
8,-801.9069,7606.3613,189.0168,1151.7354,-21.128,1517.4431,61.1651,456.3627,13.1341,268.4085,2.8973,537.8398,11.2178,226.532,-13.3025,121.9545,7.5754,94.169,6.9334,135.2064,9.4576,81.4908,13.5792,71.4161,2.4472,45.6123,-56.1748,4431.0752,43.128,276.2075,-56.2657,792.2857,21.4144,195.7448,-48.6463,444.4248,6.7688,55.9885,-22.613,89.6974,12.1094,42.582,-15.1508,46.1477,-5.9593,40.6577,-12.4338,75.4082,2.2261,56.6415,-2.2324,72.9394,254.1221,130384.6875,202.1326,female
9,-838.2696,8320.9082,173.6284,1506.5994,-12.9898,1274.0609,49.5091,501.7069,7.8566,747.6522,9.6172,519.2135,18.0341,178.3707,-9.3072,137.9013,4.0705,84.7662,7.7117,102.0312,14.2028,65.4033,12.1742,92.2968,0.5424,76.7661,-86.5735,4589.5118,37.1275,371.1304,-56.4191,913.6744,19.6406,342.6855,-40.2168,368.7643,10.3092,86.0758,-27.28,65.9188,13.6946,42.3162,-12.7948,46.8833,-7.198,35.0371,-14.9408,69.3099,4.3071,43.557,-4.743,46.0398,330.4488,445761.0313,178.4357,female
10,-797.8295,8910.0693,185.5421,1928.3348,-25.1423,1618.0586,52.4918,507.9492,2.4578,682.309,9.2148,503.7125,12.8678,212.1871,-12.0141,198.7985,13.1381,105.9869,7.8851,74.1968,10.453,77.5222,12.3558,114.0227,0.7055,75.3276,-53.946,4901.4584,36.6794,557.0884,-60.4706,1155.4625,17.2775,387.5703,-42.1239,333.5944,9.5057,79.5311,-24.3048,75.9265,11.9255,43.1019,-16.9935,58.3115,-5.5551,38.7812,-10.134,68.3754,1.0571,59.2283,-3.0568,56.4922,480.6924,997323.75,199.5162,female
11,-853.1053,8935.4629,176.0185,1314.4948,-5.5492,1779.3467,47.8832,339.3947,14.2927,550.0496,8.6195,553.0694,13.505,187.8027,-10.923,134.735,8.5819,122.7323,11.097,105.0322,10.7448,55.656,13.603,51.0707,2.2062,34.7236,-96.0637,5007.0927,43.5975,248.5738,-54.7416,1088.8661,19.8363,298.312,-40.9623,358.9518,7.5883,80.373,-23.7182,88.2168,13.6951,37.8885,-16.659,58.6434,-6.1487,39.0819,-13.3996,76.3653,3.4765,37.9854,-3.5962,62.6983,242.4664,216010.7656,127.0483,female
12,-792.5619,6568.9883,191.3435,1580.0812,-17.0113,1194.0494,63.7253,562.4749,5.7933,516.7797,4.8662,544.1321,8.7617,211.2908,-16.2721,179.5218,8.3101,121.8116,6.6259,128.6403,11.7209,70.387,12.7752,65.9137,2.1132,48.8727,-48.5201,3658.1077,43.3703,533.0575,-53.5363,918.7669,16.778,318.554,-48.7009,321.8971,7.028,93.8045,-22.4213,73.9279,13.8841,57.056,-15.6277,70.5119,-5.679,51.1934,-12.7535,55.4086,1.1642,54.4061,-2.8236,58.0555,458.9316,757776.625,209.2624,female
13,-782.2703,7270.458,197.7888,1289.3972,-16.9697,1459.9817,64.3077,465.6072,6.1573,502.0154,8.1481,493.1121,11.4293,263.3673,-13.9237,155.9203,10.8693,82.1546,4.886,86.4451,10.9391,66.8155,13.6377,74.7318,2.4472,70.4637,-38.9149,4054.2112,47.4525,361.9546,-52.6994,863.8699,18.0869,251.3889,-45.9509,432.0644,7.4133,95.4604,-23.1068,91.5506,12.0907,38.6433,-16.6842,45.3848,-4.4147,42.0178,-13.209,55.4908,1.6984,53.3336,-2.4651,65.5806,271.8781,238109.7188,193.7028,female
14,-761.026,5160.5547,205.9502,1343.6215,-17.8607,1203.8976,65.0585,598.3071,-1.5989,501.9306,8.1912,467.0805,9.9822,267.9311,-15.6804,135.4664,11.2441,135.8366,4.8807,143.3,14.2145,96.6577,15.1321,77.5952,1.574,62.3316,-21.6109,3149.3962,49.5786,698.1467,-54.4687,650.2384,13.3437,386.7304,-46.1841,373.2798,8.4366,107.9057,-23.4859,100.188,13.5763,42.9912,-16.5354,51.3953,-6.1045,43.2511,-14.2407,47.4818,4.2361,60.4035,-0.8766,67.0286,400.3205,709903.25,202.1209,female
15,-782.4783,5579.2944,191.6367,1235.0743,-17.3125,976.1147,66.4638,526.4673,3.8581,516.1829,11.9848,549.7893,13.2776,277.3039,-13.5906,159.0678,10.3811,81.2582,5.766,133.1817,13.5313,97.7607,13.2475,87.0647,2.3916,67.3472,-39.1668,3131.726,42.4336,430.9296,-50.2283,694.576,18.954,233.7495,-43.3023,456.131,8.2458,112.5836,-25.4608,73.2493,12.71,36.557,-16.6208,48.9899,-6.567,41.5875,-13.8286,74.5695,4.4771,57.9831,-1.3094,73.8734,388.5591,621386.625,197.647,female
16,-772.2148,5880.8257,194.2424,1147.8003,-24.7988,1248.6914,63.6296,275.1933,0.5477,462.636,10.8235,467.7145,13.9071,285.9434,-18.515,223.6888,9.4137,127.4993,9.0952,86.136,12.9539,66.1598,13.4881,93.6339,2.3922,77.5376,-33.9902,3436.7549,40.3535,397.4432,-55.3661,816.4206,17.8662,198.5369,-44.7157,345.5866,9.0792,118.8565,-24.7776,92.979,15.1981,37.3129,-15.3746,57.5992,-8.2113,50.5397,-12.4043,85.0761,2.2641,48.5042,-2.1324,68.9893,390.1827,600917.3125,207.7266,female
17,-742.0458,6066.8076,203.4043,1190.1509,-29.555,1436.2015,71.4256,573.4221,-0.8095,400.3761,6.9196,542.2161,7.1692,267.694,-17.081,230.1838,12.0421,87.9928,7.1137,81.0087,13.4849,92.2951,9.9355,76.0399,2.4731,95.3628,-8.6713,3565.3199,41.5393,501.3843,-55.2983,831.8932,16.2959,209.819,-49.7362,485.9663,7.7215,82.7867,-22.0005,90.2082,12.5945,38.5232,-17.8613,49.909,-6.6066,37.8621,-11.0436,75.5956,3.0479,50.6602,-2.712,49.7309,317.184,219352.6563,201.5385,female
18,-848.7807,9264.2617,178.1692,1694.457,-4.2013,1680.2115,51.6234,725.9338,12.4841,857.4933,3.7745,652.7739,17.8887,181.4658,-2.3878,156.836,7.1917,119.0134,0.7819,140.4458,2.1177,163.2015,14.9677,94.2143,2.7105,81.9136,-93.09,5416.446,45.3667,689.0515,-52.7381,899.1979,19.9829,384.1599,-42.6385,440.9771,9.3449,102.4975,-26.3546,76.499,6.6167,83.4585,-13.721,57.0735,0.0554,51.5369,-13.4406,65.4844,-0.4257,55.905,-1.2974,70.7428,453.2325,943688.5,187.7509,female
19,-833.6276,6209.5039,178.1976,1148.6219,-5.412,1182.0227,58.9984,400.913,14.3294,388.5778,17.4395,494.887,18.5093,138.6644,-10.0112,117.5401,6.873,78.7368,3.8052,78.7258,13.0537,61.7246,15.7756,58.2039,1.2162,47.4381,-78.8027,3440.29,42.7255,346.0697,-45.7595,710.8841,23.7204,248.2868,-36.8786,366.8801,6.6111,57.1587,-28.7741,61.2925,13.1229,40.3024,-14.3829,41.0057,-5.3178,32.2862,-15.767,52.4262,4.1189,47.1327,-2.3195,60.4199,418.5917,909323.8125,124.9561,female
20,-812.2477,8165.1206,196.0113,1162.7228,-12.1976,1591.8434,47.2972,328.135,7.5677,533.0825,9.7019,700.071,17.1552,182.8715,-11.2685,122.9703,13.7021,152.4013,9.6651,86.0189,6.1944,123.1886,15.3789,65.2989,0.6881,48.6505,-63.4758,4670.6503,49.3091,198.6447,-58.4375,875.1362,18.425,269.2014,-36.7557,426.6595,10.6509,91.0234,-26.3644,103.949,12.9226,44.1576,-16.6304,55.3083,-5.6651,28.8619,-10.6335,106.2205,1.2634,56.1502,-1.9927,61.5096,280.4487,152534.125,125.4051,female
21,-842.799,6128.4072,185.7993,1053.4291,1.2999,985.4298,51.2005,245.6333,17.0151,375.049,19.04,516.6633,19.201,182.586,-12.1338,88.7491,5.4141,73.3747,5.7125,65.1007,11.1164,67.1456,17.4142,52.0781,0.6237,59.4317,-84.4314,3713.6031,50.7974,239.1232,-48.0882,640.6762,22.3731,245.7099,-34.068,363.3854,4.7836,53.8198,-30.3422,66.1927,15.2765,30.7616,-13.0865,35.4223,-6.6848,24.5844,-15.6134,56.0308,4.4273,53.1051,-1.8794,73.7377,210.5332,143973.7813,124.4501,female
22,-763.3874,5793.6328,197.9911,1237.8536,-17.0999,872.5193,67.9547,534.3149,-2.1035,455.5029,15.8752,672.8455,14.3251,262.2167,-13.9974,127.5614,7.8408,106.8643,0.7525,147.3644,14.7446,120.9235,17.0948,88.9995,3.4086,69.4137,-22.1768,3031.4138,44.7949,589.6241,-50.665,497.685,16.2044,251.8361,-41.0651,496.6051,7.4086,104.6931,-28.5412,79.4602,14.7819,54.6057,-12.8384,52.4065,-7.2618,36.366,-16.3527,59.9731,4.2352,54.5969,0.4474,72.3721,494.3229,980416.125,202.2555,female
23,-822.1229,5115.3408,186.0143,993.5912,-3.5252,903.8098,56.0223,501.9674,7.914,550.0127,17.1355,705.0859,18.6047,213.5107,-10.7422,90.3824,6.0726,113.064,2.8304,143.5905,13.3039,79.1764,16.4185,89.1514,0.7442,58.9661,-68.7721,2946.9611,46.8359,475.9789,-48.9956,484.547,18.5062,280.0577,-35.6196,503.7942,7.1091,99.4668,-30.0612,91.2507,13.6911,50.3733,-13.3657,50.2883,-7.1233,36.1552,-16.2591,80.0434,6.6521,41.1445,-1.3386,74.0826,403.8647,747779.3125,192.4809,female
24,-806.2664,7870.8989,189.843,1139.6053,-12.1945,1610.9148,57.0542,212.8091,8.4707,457.9479,17.0329,496.6393,21.1276,135.25,-10.1032,82.9374,9.4966,87.0042,6.867,63.7706,8.2651,117.9878,13.213,77.3047,1.6902,55.7928,-54.8954,4200.946,45.1133,315.2563,-51.4758,832.602,21.0277,188.8949,-35.3576,297.1274,7.9348,75.8367,-31.136,59.0961,10.8232,58.4498,-15.4021,43.8196,-6.5453,21.5293,-11.3749,129.2658,4.3488,46.9448,-1.7022,52.628,292.1771,367481.4375,188.9484,female
25,-782.0748,6212.4302,197.7153,1144.8069,-17.6745,1686.3699,65.0141,543.2911,5.6816,314.5188,-0.0105,668.0952,1.862,252.9047,-15.0755,195.3636,18.3542,140.6859,14.9262,104.6607,10.2225,94.8648,7.6213,95.6651,4.6565,55.5957,-39.3519,3447.1309,45.8475,549.5453,-53.2082,866.7258,15.2205,212.9585,-50.5649,456.9269,9.2479,68.659,-16.5596,89.2352,14.3393,60.4713,-22.2401,64.8922,-6.707,51.0879,-6.7637,80.3523,0.3325,40.3669,-4.949,57.3321,399.5293,612679.0625,201.444,female
26,-834.3287,6525.9189,184.8228,1249.493,-2.4744,1277.5352,55.2143,349.5842,13.9489,372.5013,3.4681,617.6125,5.3404,434.0492,-3.3502,92.5861,17.4879,149.7796,10.5368,79.3173,12.4787,59.8055,10.7957,62.6334,-0.5101,96.3665,-79.4679,3538.4747,47.0916,301.0934,-48.4994,915.0125,18.1877,257.9885,-41.7163,316.8807,9.2976,70.0518,-15.9865,185.6163,9.6817,40.0543,-20.9274,64.2665,-2.5172,29.5965,-12.7561,68.5228,3.0963,44.7074,-5.8946,52.5345,322.0751,413246.4063,127.8468,female
27,-792.6765,4578.2363,190.335,987.0806,-3.1541,673.6829,67.5411,440.6912,1.9398,525.7579,9.5539,523.8151,2.318,361.2465,-2.3714,110.6618,18.4807,107.0831,3.8081,113.4641,20.8109,93.39,12.0514,65.953,-0.6381,93.1707,-45.4207,2643.2325,45.2802,398.8466,-40.4412,582.7295,13.7944,269.0828,-41.5446,361.141,11.3906,103.9902,-16.5921,119.0071,11.3064,40.9196,-20.9314,40.3062,-2.2559,39.499,-16.3037,48.8556,5.0884,52.5322,-4.9647,46.6631,299.6504,263296.5,140.7759,female
28,-779.5796,4530.2588,203.8044,932.6639,-3.6228,733.2313,66.8229,358.7878,-1.9612,450.521,-1.5757,659.7684,2.6699,327.3462,-1.4305,69.4404,21.3833,129.508,6.1043,99.4981,18.123,58.4862,12.8674,63.9628,-2.5203,63.8442,-34.4373,2599.4221,53.6919,328.5327,-46.9131,463.3392,10.2204,270.2378,-46.1717,385.7194,14.2468,103.7233,-15.3321,144.1924,7.4148,40.8951,-22.4667,44.8431,-1.7486,50.5878,-13.2634,39.9255,4.5399,46.145,-4.1859,45.8918,294.5076,242764.5625,189.0282,female
29,-851.4149,8183.7822,173.8959,1751.8867,-2.6935,1308.0084,52.104,522.1654,15.8289,718.0328,13.0106,504.7776,18.8878,153.2169,-1.0693,113.0955,6.7932,65.3232,1.946,135.6262,3.7338,105.3131,10.7303,77.6252,4.4499,111.9203,-95.1511,4622.0412,42.5907,862.3605,-47.489,652.2246,23.1993,396.5582,-36.8961,308.5617,6.7932,65.5379,-28.9069,78.4427,6.3665,78.7982,-14.3735,37.2381,-0.521,46.8736,-13.8329,58.4094,0.5647,33.783,-3.8782,68.2685,501.6632,1042633.0625,126.4643,female
30,-826.2994,4012.3833,185.2219,918.1182,9.1046,479.9617,71.453,316.9605,7.0828,511.5873,2.3354,677.7493,7.1101,351.8416,-2.2414,69.4766,18.0375,146.0753,2.713,57.2137,14.7385,49.4798,12.5679,94.9214,-4.4351,69.27,-69.4047,2457.9161,50.3212,393.623,-35.4626,269.5096,15.3542,444.5591,-47.7314,447.257,12.0372,47.0182,-18.6138,115.7547,8.4714,42.7697,-20.496,51.5867,-0.0626,31.9437,-14.4134,42.839,2.441,36.0301,-5.1646,74.9576,316.2551,568709.4375,126.1627,female
31,-796.6061,6321.3652,199.9787,1002.6042,-9.4785,1437.9862,56.3074,285.3874,-4.4639,578.1002,-8.5873,682.4361,7.1909,234.656,-2.5261,66.6991,20.6715,248.5522,6.325,79.8272,13.6158,59.5982,10.9434,53.6594,-5.4416,98.0487,-51.0423,3629.6871,49.7276,351.0968,-56.7423,793.8777,7.8341,355.0995,-48.0731,339.1267,16.6745,110.3993,-15.9523,126.7368,7.4991,43.4527,-20.0214,70.6,-0.8148,46.6013,-12.9223,50.5418,1.7243,41.6087,-4.7026,49.0413,262.3434,83084.7734,196.1589,female
32,-807.0776,5674.5083,192.1934,1155.8694,-3.7785,1045.2566,63.5369,424.9112,0.7885,539.7106,-1.4613,784.4662,10.2625,285.8731,-1.546,57.0436,17.4456,173.3932,5.3096,97.1328,15.2177,45.3009,9.2375,44.13,-2.8026,75.9768,-57.9157,3318.382,48.7301,351.714,-47.798,759.2881,12.9063,366.4126,-46.0961,378.4009,14.8795,68.6594,-18.2655,135.9815,7.0475,46.2531,-19.284,63.1685,-0.9914,37.8858,-14.3795,49.9846,3.7587,34.4977,-5.6775,50.2991,250.6677,185170.875,178.301,female
33,-778.6719,5698.6396,205.1521,1132.0513,-16.646,1232.6642,56.0421,468.0182,4.6655,544.1361,12.3998,460.06,14.4078,251.421,-13.7065,132.9075,7.7561,116.7961,7.9553,104.2618,19.2701,73.8689,11.1724,81.9631,-1.2601,65.808,-35.6209,3377.0093,51.5107,368.1314,-56.4885,831.2358,17.1854,315.9375,-39.479,289.749,7.7114,97.5903,-24.4999,80.135,14.918,53.2242,-13.772,60.6726,-8.1753,36.2263,-13.9881,68.7723,6.0447,48.8106,-5.6178,49.4443,373.8482,560990.375,195.9163,female
34,-817.2642,5866.6353,190.7955,1139.4565,-8.1712,1376.2615,53.0564,364.4923,13.804,362.7293,15.0111,508.7502,15.4907,281.5656,-8.4664,139.2551,5.8105,88.3493,8.0778,68.2991,17.1911,56.7912,13.0196,108.1685,0.9351,61.222,-65.6927,3301.976,47.2708,308.9039,-50.543,931.3502,22.1842,170.7452,-35.5279,340.7446,6.8892,85.1355,-24.5379,106.4787,13.2242,42.0526,-13.4151,46.1746,-6.8266,30.5784,-15.2784,71.7172,5.7662,48.8451,-6.1907,47.4422,279.9453,273399.875,124.2617,female
35,-760.9478,4038.0107,198.7215,1678.0812,-27.2398,1071.0679,71.0411,704.9813,4.1462,276.0966,-1.9964,957.1061,5.7776,232.4345,-9.8891,82.5532,9.4957,152.8911,4.276,128.0597,18.8497,64.9805,12.1184,88.22,-1.7954,83.2666,-22.3155,2424.1174,41.51,592.2827,-55.579,934.9527,18.0311,211.6319,-52.5001,539.9928,9.1307,76.5217,-17.7131,130.7675,10.8173,43.5974,-14.4316,58.6717,-6.7893,38.4746,-14.2783,64.6819,5.9034,50.7021,-2.2761,63.8384,712.3615,1648159.25,218.1395,female
36,-772.8379,6001.2373,210.3823,1052.2494,-20.5667,1449.6403,54.931,352.9426,9.7887,404.8341,9.0052,520.5035,14.6891,190.9255,-11.3697,86.1943,5.3258,78.7805,9.6326,92.5679,19.0126,60.7344,11.6807,50.7189,-0.5211,69.0266,-31.0766,3734.781,53.4398,265.3336,-58.5712,853.1028,19.9917,272.0517,-40.4527,321.3342,5.9466,67.1968,-22.6247,100.661,12.722,39.4769,-11.7082,45.8689,-9.3873,48.7697,-15.2118,42.0179,5.8335,50.282,-3.9934,61.3814,238.6883,168585.9063,180.6128,female
37,-782.9759,5972.0078,202.1028,1233.3868,-17.7059,1479.5392,59.7453,749.6273,7.8779,580.1238,6.4467,646.0994,14.5838,243.566,-9.8058,74.5239,4.4223,106.9769,4.2736,119.1759,19.9028,82.1824,12.9514,75.2286,-3.5786,101.209,-38.2955,3349.1664,49.7779,660.4825,-55.2011,767.5731,18.6404,257.7605,-44.4929,442.6556,7.1709,123.7259,-23.1111,104.2276,11.3297,48.4035,-11.2003,64.1439,-6.8073,32.3791,-15.9402,49.8818,6.6131,47.1208,-4.8689,60.8353,480.7679,1065835.625,195.2227,female
38,-807.0585,6295.7607,182.4016,1518.6573,-10.6931,1307.6483,60.3692,699.8197,-2.9609,614.7886,7.2791,416.7696,11.4644,205.0704,-12.0085,157.284,11.5732,109.3626,10.577,82.0858,18.5298,66.2532,9.7315,75.0788,-1.4231,60.7584,-60.9962,3383.3849,39.6505,674.4909,-50.3713,921.842,12.5731,372.0558,-43.4948,269.239,13.2274,85.1285,-21.3064,79.1744,13.0915,51.5219,-17.531,60.3213,-6.9993,46.5073,-12.6539,58.3782,6.1354,48.0776,-6.1511,59.2888,685.3726,1489747.875,213.7461,female
39,-799.9857,5812.1479,185.1107,1491.6003,-4.6205,953.2144,65.3578,411.0268,-0.3221,422.4894,15.6923,402.6717,7.9728,240.8386,-12.6658,139.5237,11.3551,123.9343,5.6812,63.9916,20.7578,55.2274,8.1747,61.5969,0.6698,45.6919,-52.6612,3545.9958,42.0912,598.4841,-42.8877,675.5064,13.5749,308.2298,-41.0129,276.9846,8.8537,53.92,-22.7238,84.7472,15.3928,41.8699,-17.7898,61.6186,-4.9522,36.1667,-15.0951,44.2778,5.8408,36.7128,-6.2278,53.0578,542.1779,1388959.625,186.3611,female
40,-841.4885,10220.8584,180.4695,1327.9326,-8.6458,1848.5377,50.284,455.348,16.518,777.3,11.4651,506.8776,21.0846,229.114,-3.2069,128.8195,6.3568,82.3871,2.4434,99.6889,5.6097,141.0641,14.6673,79.5423,2.6448,52.6382,-87.651,5752.7773,44.5638,548.1751,-52.9758,769.9792,24.3016,302.8035,-36.2437,396.3678,7.3092,127.8935,-29.7124,67.485,7.4306,72.8617,-13.1095,39.3716,-2.5444,40.548,-14.435,85.8328,1.4478,55.8817,-2.4149,43.5995,419.4121,702100.1875,125.1373,female
41,-785.9498,6518.8521,198.9296,1093.826,-10.6873,1356.2542,57.4632,619.4843,-2.5328,580.6763,6.456,380.6722,8.1749,244.0294,-12.7566,161.0082,10.1514,102.6233,9.6886,85.2404,20.057,92.4762,8.5725,78.673,-1.0772,53.8089,-42.1377,3702.541,48.5396,331.8237,-54.5075,933.4605,9.5809,309.381,-43.965,365.853,10.0421,112.0283,-20.3925,77.2895,13.0399,38.0899,-18.0778,55.0749,-6.4458,42.1818,-12.2761,67.777,6.4521,47.2326,-6.694,37.9322,287.3724,205727.4219,198.7851,female
42,-781.7042,6573.3042,179.8616,1372.4241,-10.9643,904.5524,81.7991,568.2429,-2.3219,499.6476,7.4916,592.9055,5.7142,306.3054,-12.5542,225.2585,12.0167,109.0622,7.0558,85.6493,16.875,61.0911,6.6835,58.7264,1.7282,75.5321,-38.4052,3691.7876,35.9715,603.5471,-38.6036,552.0028,14.8376,302.2175,-51.3971,533.9178,10.1061,81.3752,-21.1006,92.2684,12.5913,50.6451,-18.687,56.501,-5.5031,49.9638,-11.3385,65.5033,3.456,46.0878,-5.386,54.8302,836.0154,2032489.75,203.1378,female
43,-797.2861,6620.6899,189.4747,1309.252,-5.1525,1101.3965,64.1368,462.7701,-6.1933,663.1726,4.5784,607.5544,11.015,280.8907,-10.8059,148.59,10.7135,80.3962,8.9854,118.8051,15.2363,65.628,6.9539,63.8219,0.5314,44.8571,-50.3705,3853.7629,43.5513,497.0399,-47.4993,754.0077,8.9892,372.3074,-47.2468,432.2305,12.0375,120.5145,-23.1493,86.9791,10.8367,54.0226,-17.9607,42.9448,-5.2466,63.5957,-11.1534,57.7509,3.6705,40.4904,-5.3572,73.1084,473.7801,1029338.4375,194.5301,female
44,-807.7054,7414.562,186.9765,1607.6985,-9.8986,1286.4215,57.4579,450.0142,5.4663,455.4882,9.2328,431.4577,7.4963,337.1406,-9.9342,136.6821,9.3685,83.4564,8.4096,64.1949,19.9863,74.2005,10.2388,43.1357,-1.5433,57.9655,-60.2948,4191.2942,42.9794,519.5215,-51.0232,849.9318,15.5146,275.1353,-42.3427,320.0749,7.8794,78.0465,-21.1876,105.8956,12.6727,37.9414,-18.1004,48.0215,-6.2064,39.9194,-14.6173,49.9007,6.4576,39.1615,-5.0666,53.174,462.9669,888866.0,185.0517,female
45,-793.1239,7760.0586,180.5277,1319.0149,-13.4075,1406.1193,68.5946,418.6006,-0.4032,524.6726,7.7748,738.1196,8.0408,256.478,-6.0009,86.1752,11.3335,86.5188,7.8473,75.8538,20.3227,62.6241,7.1477,77.025,1.823,65.6548,-48.8974,4184.6741,35.8219,688.4379,-45.9277,787.4718,15.5384,224.1463,-44.5419,443.7182,11.5181,69.4371,-20.7458,114.1306,10.6381,43.9108,-18.665,49.7068,-5.4884,30.2038,-13.6151,52.5515,6.1724,34.3101,-4.6597,55.0709,699.2341,1860588.625,200.2566,female
